Participant	Statement	Accuracy	Confidence_level	Confidence_type	Free_cued_recall
52	23	0			2
52	24	0			2
52	25	1	40.0	1.0	2
52	26	0	100.0	1.0	2
52	27	1	20.0	1.0	2
52	28	1			2
52	29	0	20.0	1.0	2
52	3	1	100.0	1.0	1
52	30	0	20.0	1.0	2
52	31	0	40.0	1.0	2
52	32	1	20.0	1.0	2
52	33	0	80.0	1.0	2
52	34	0	20.0	1.0	2
52	35	0			2
52	36	0	20.0	2.0	2
52	37	0	20.0	1.0	2
52	38	0	80.0	1.0	2
52	4	1	100.0	2.0	1
52	40	0	20.0	1.0	2
52	41	0	80.0	1.0	2
52	42	1	20.0	1.0	2
52	43	0	100.0	1.0	2
52	44	1	100.0	2.0	2
52	45	1	80.0	2.0	2
52	46	1			2
52	47	1	100.0	1.0	2
52	48	1	100.0	1.0	2
52	5	1	100.0	1.0	1
52	50	0			2
52	51	1	100.0	1.0	2
52	52	1	100.0	1.0	2
52	55	0	60.0	1.0	2
52	56	0	20.0	1.0	2
52	57	1	40.0	1.0	2
52	58	1			2
52	59	0	20.0	1.0	2
52	6	1	80.0	1.0	1
52	8	1			2
52	9	0			2
53	1	1	100.0	1.0	1
53	10	1	100.0	1.0	1
53	11	1	100.0	1.0	1
53	12	1			1
53	14	1	100.0	2.0	1
53	15	1	100.0	1.0	1
53	16	1	80.0	1.0	1
53	17	1			2
53	18	1	100.0	1.0	2
53	19	1	100.0	1.0	2
53	2	1			1
53	20	1	100.0	2.0	2
53	21	1	100.0	1.0	2
53	22	1	80.0	1.0	2
53	23	1	80.0	1.0	2
53	24	1	60.0	1.0	2
53	25	0	100.0	1.0	2
53	26	1	40.0	1.0	2
53	27	1	100.0	1.0	2
53	28	1	100.0	2.0	2
53	29	1	100.0	1.0	2
53	3	1	100.0	1.0	1
53	30	0	80.0	1.0	2
53	31	1	100.0	1.0	2
53	32	1			2
53	34	1			2
53	35	1	100.0	1.0	2
53	36	1	100.0	1.0	2
53	37	1			2
53	38	1			2
53	39	1	100.0	1.0	2
53	4	1	100.0	1.0	1
53	40	1	100.0	1.0	2
53	41	1	100.0	1.0	2
53	42	1			2
53	43	1	100.0	1.0	2
53	44	1			2
53	45	1	100.0	1.0	2
53	47	1	100.0	2.0	2
53	48	1	80.0	1.0	2
53	49	1	80.0	2.0	2
53	5	1	100.0	1.0	1
53	50	0			2
53	51	1	60.0	1.0	2
53	52	0	60.0	1.0	2
53	53	1	100.0	1.0	2
53	54	1	100.0	2.0	2
53	55	1			2
53	57	1			2
53	59	0	40.0	1.0	2
53	6	1			1
53	60	1	80.0	1.0	2
53	61	1	80.0	1.0	2
53	62	0	40.0	1.0	2
53	63	1			2
53	64	0	40.0	2.0	2
53	65	1			2
53	66	0	80.0	1.0	2
53	67	1	20.0	1.0	2
53	68	1			2
53	69	1			2
53	7	1	100.0	1.0	1
53	70	1	80.0	1.0	2
53	71	1	80.0	1.0	2
53	72	0			2
53	73	0	60.0	1.0	3
53	74	0	60.0	1.0	3
53	75	0	60.0	1.0	3
53	8	1			1
53	9	1	80.0	1.0	1
55	1	1	100.0	1.0	1
55	11	1	100.0	1.0	1
55	12	1	100.0	1.0	1
55	13	1	100.0	1.0	1
55	14	1	100.0	1.0	1
55	15	1	100.0	1.0	1
55	16	1	100.0	2.0	2
55	17	1			2
55	18	1	100.0	2.0	2
55	19	0	100.0	1.0	2
55	2	1	80.0	1.0	1
55	20	1			2
55	21	1			2
55	22	0	80.0	1.0	2
55	23	0	80.0	1.0	2
55	24	0			2
55	26	1	60.0	1.0	2
55	27	1	60.0	1.0	2
55	28	0	40.0	1.0	2
55	29	1			2
55	3	1	100.0	1.0	1
55	31	0	40.0	1.0	2
55	32	0	80.0	1.0	2
55	33	0			2
55	34	1			2
55	35	1	80.0	1.0	2
55	36	1			2
55	37	1	60.0	1.0	2
55	38	0	20.0	1.0	2
55	39	1	100.0	1.0	2
55	40	1			2
55	41	1	100.0	1.0	2
55	42	1	100.0	1.0	2
55	42,5	1	80.0	1.0	2
55	43	1	80.0	2.0	2
55	44	1			2
55	45	1			2
55	46	0	20.0	1.0	2
55	47	0	20.0	1.0	2
55	49	1			2
55	5	1			1
55	50	0	20.0	1.0	2
55	51	0	20.0	1.0	2
55	52	1			2
55	54	1			2
55	55	1	100.0	2.0	2
55	56	1			2
55	57	1			2
55	58	1	100.0	1.0	2
55	6	1	100.0	1.0	1
55	61	1			2
55	64	1	60.0	1.0	2
55	65	1			2
55	66	1	100.0	1.0	2
55	67	1	60.0	1.0	2
55	68	1	40.0	1.0	2
55	7	1	100.0	1.0	1
55	70	1	100.0	1.0	3
55	72	1			3
55	8	0			1
55	9	1	100.0	1.0	1
56	1	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	10	1	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	11	0	100.0	1.0	1
56	12	1			1
56	12	1			1
56	12	1			1
56	12	1			1
56	12	1			1
56	12	1			1
56	12	1			1
56	12	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	13	1			1
56	14	1	100.0	1.0	1
56	15	1			1
56	16	1	100.0	1.0	1
56	19	1	100.0	2.0	2
56	2	0			1
56	20	1	100.0	1.0	2
56	21	0	100.0	1.0	2
56	22	1	100.0	2.0	2
56	23	1	100.0	1.0	2
56	24	1	100.0	2.0	2
56	25	1	100.0	2.0	2
56	26	0	100.0	2.0	2
56	27	1	100.0	2.0	2
56	28	1	100.0	1.0	2
56	29	1			2
56	3	1	100.0	1.0	1
56	30	1	100.0	1.0	2
56	31	1	80.0	1.0	2
56	32	1	80.0	2.0	2
56	33	1	100.0	1.0	2
56	34	1	100.0	2.0	2
56	35	1	80.0	1.0	2
56	36	0	80.0	1.0	2
56	37	0	80.0	1.0	2
56	38	1	100.0	1.0	2
56	4	1			1
56	41	1	100.0	1.0	2
56	43	1	100.0	1.0	2
56	45	1			2
56	46	1	100.0	2.0	2
56	48	1	100.0	1.0	2
56	49	0			2
56	5	1			1
56	50	1			2
56	52	1	60.0	1.0	2
56	53	1	60.0	2.0	2
56	54	1	80.0	1.0	2
56	56	0			2
56	57	1	80.0	2.0	2
56	58	1	60.0	2.0	2
56	59	1	80.0	2.0	2
56	6	1	100.0	2.0	1
56	60	1	100.0	2.0	2
56	61	0			2
56	62	1			2
56	63	0	100.0	1.0	2
56	64	1	100.0	2.0	2
56	65	0			2
56	66	1	100.0	2.0	2
56	67	1	100.0	1.0	2
56	68	1			2
56	69	1	100.0	1.0	2
56	7	1	100.0	1.0	1
56	70	1	80.0	1.0	2
56	71	1			2
56	72	1	100.0	1.0	2
56	73	0	100.0	1.0	2
56	74	1			2
56	78	1	100.0	1.0	2
56	79	1	100.0	2.0	2
56	8	1	100.0	1.0	1
56	81	0	100.0	1.0	2
56	82	1	100.0	1.0	2
56	83	0			2
56	84	1			2
56	85	1	100.0	1.0	2
56	86	0	100.0	2.0	2
56	87	1	100.0	2.0	2
56	88	1	100.0	2.0	2
56	89	0	100.0	2.0	2
56	9	1	100.0	1.0	1
56	90	1	80.0	1.0	2
56	91	0	100.0	1.0	2
56	92	1			2
56	96	1	100.0	2.0	2
56	98	1	100.0	1.0	2
56	99	1			2
58	1	1	100.0	1.0	1
58	10	1	80.0	2.0	2
58	11	1	100.0	1.0	2
58	12	1	40.0	1.0	2
58	13	1	100.0	1.0	2
58	14	1	100.0	1.0	2
58	15	1	90.0	1.0	2
58	16	0	80.0	1.0	2
58	17	1	80.0	1.0	2
58	18	1	100.0	1.0	2
58	19	1	80.0	1.0	2
58	2	1			1
58	20	1	80.0	1.0	2
58	21	0	60.0	1.0	2
58	22	1	100.0	1.0	2
58	23	1	100.0	1.0	2
58	24	1			2
58	25	1	100.0	1.0	2
58	26	1	100.0	1.0	2
58	27	1	100.0	1.0	2
58	28	1	80.0	1.0	2
58	3	1	100.0	1.0	1
58	30	0	80.0	1.0	2
58	31	0	100.0	1.0	2
58	32	0	100.0	2.0	2
58	33	1			2
58	34	1			2
58	35	1			2
58	36	1			2
58	37	1	100.0	1.0	2
58	38	1	100.0	1.0	2
58	39	1			2
58	4	1	100.0	1.0	1
58	40	1	100.0	1.0	2
58	41	0			2
58	42	1	0.0	1.0	2
58	43	1	60.0	1.0	2
58	44	0	100.0	1.0	2
58	45	0	100.0	1.0	2
58	46	1	100.0	1.0	2
58	47	1	100.0	1.0	2
58	48	1	100.0	1.0	2
58	49	0	0.0	1.0	2
58	5	1	100.0	1.0	1
58	6	1	100.0	1.0	1
58	8	1	100.0	1.0	2
58	9	1	80.0	1.0	2
59	1	1	100.0	1.0	1
59	11	1			2
59	12	1	100.0	1.0	2
59	13	1	100.0	1.0	2
59	14	0	100.0	1.0	2
59	16	1	80.0	1.0	2
59	17	1	80.0	1.0	2
59	19	1	40.0	1.0	2
59	2	1	100.0	1.0	1
59	20	1	40.0	2.0	2
59	21	1	100.0	1.0	2
59	22	1	80.0	1.0	2
59	23	1	80.0	2.0	2
59	24	1			2
59	25	1			2
59	26	1			2
59	28	1	60.0	1.0	2
59	29	1			2
59	3	1	100.0	1.0	1
59	30	1	60.0	1.0	2
59	31	0	40.0	1.0	2
59	32	0	40.0	1.0	2
59	33	1	100.0	1.0	2
59	34	1	100.0	1.0	2
59	35	1	100.0	1.0	2
59	36	0	100.0	1.0	2
59	37	1			2
59	38	0	40.0	1.0	2
59	39	1	100.0	1.0	2
59	4	1	60.0	1.0	1
59	40	0	40.0	2.0	2
59	41	0			2
59	42	1	100.0	1.0	2
59	43	0			2
59	44	0	40.0	1.0	2
59	45	0	20.0	1.0	2
59	46	1			2
59	47	1			2
59	48	1			2
59	5	1	80.0	1.0	1
59	50	0	60.0	1.0	2
59	51	1			2
59	52	0	80.0	1.0	2
59	53	1			2
59	54	0	80.0	1.0	2
59	55	0	80.0	1.0	2
59	56	0	80.0	1.0	2
59	57	1	100.0	1.0	2
59	58	0	80.0	1.0	2
59	59	1			2
59	6	1	100.0	1.0	1
59	60	1			2
59	61	1			2
59	63	1	100.0	1.0	2
59	64	1	100.0	1.0	2
59	65	1	40.0	1.0	2
59	66	1			2
59	67	1	100.0	1.0	2
59	68	1	20.0	1.0	2
59	69	1	100.0	1.0	2
59	7	1	100.0	1.0	1
59	70	1	100.0	1.0	2
59	71	1	100.0	1.0	2
59	72	1			2
59	73	0			2
59	75	1	100.0	1.0	2
59	76	1	100.0	1.0	2
59	77	1	100.0	2.0	2
59	9	1	100.0	1.0	2
6	1	1	100.0	1.0	1
6	10	0			2
6	11	1	60.0	1.0	2
6	12	1			2
6	13	0			2
6	14	1	80.0	1.0	2
6	15	0	60.0	1.0	2
6	16	0	60.0	1.0	2
6	17	1	100.0	1.0	2
6	18	0	80.0	1.0	2
6	19	0	80.0	2.0	2
6	2	1	100.0	1.0	1
6	20	0	60.0	1.0	2
6	21	1	60.0	1.0	2
6	22	0	60.0	1.0	2
6	23	1	60.0	1.0	2
6	24	1			2
6	25	1			2
6	26	1	100.0	1.0	2
6	27	1	100.0	2.0	2
6	28	1	100.0	1.0	2
6	29	0	20.0	1.0	2
6	3	1	100.0	1.0	1
6	30	0	20.0	2.0	2
6	31	0	100.0	1.0	2
6	33	1	100.0	1.0	2
6	34	1	100.0	1.0	2
6	35	1	100.0	1.0	2
6	36	1	100.0	1.0	2
6	37	0	80.0	1.0	2
6	38	1	80.0	1.0	2
6	39	1			2
6	4	1	100.0	1.0	1
6	41	1			2
6	42	1	60.0	1.0	2
6	43	1			2
6	44	1	100.0	2.0	2
6	45	1			2
6	46	1	100.0	1.0	2
6	47	0	100.0	1.0	2
6	48	1			2
6	49	1	100.0	1.0	2
6	5	1			1
6	50	1	80.0	1.0	2
6	51	1			2
6	51,5	1	100.0	1.0	2
6	52	1			2
6	53	1	60.0	1.0	2
6	54	0	80.0	1.0	2
6	55	1			2
6	56	1			2
6	57	1	100.0	1.0	2
6	58	1			2
6	59	0	60.0	1.0	2
6	6	1	100.0	2.0	2
6	60	0	80.0	1.0	2
6	61	0	100.0	2.0	2
6	62	1	100.0	1.0	2
6	63	1			2
6	64	1	100.0	1.0	2
6	65	1	60.0	1.0	2
6	66	0	0.0	1.0	3
6	67	1	100.0	1.0	3
6	68	0	100.0	1.0	3
6	69	0	100.0	2.0	3
6	7	0	60.0	1.0	2
6	8	0	100.0	1.0	2
6	9	1	80.0	1.0	2
60	1	1	100.0	1.0	1
60	10	1	100.0	1.0	2
60	11	1	100.0	2.0	2
60	12	1	100.0	1.0	2
60	13	1	100.0	1.0	2
60	14	1	100.0	1.0	2
60	15	1	80.0	1.0	2
60	16	1	80.0	2.0	2
60	17	1	100.0	1.0	2
60	18	1	100.0	1.0	2
60	19	1	80.0	1.0	2
60	2	1			1
60	20	1	80.0	1.0	2
60	21	0			2
60	22	0	80.0	1.0	2
60	23	0	80.0	1.0	2
60	24	1			2
60	25	1	100.0	1.0	2
60	26	1	80.0	1.0	2
60	27	1			2
60	28	1	100.0	1.0	2
60	29	1			2
60	3	1	80.0	1.0	1
60	30	1	100.0	2.0	2
60	31	0	80.0	1.0	2
60	32	0	80.0	1.0	2
60	33	1			2
60	34	1	100.0	2.0	2
60	35	1			2
60	36	1	100.0	2.0	2
60	37	1	100.0	1.0	2
60	38	1	80.0	1.0	2
60	39	0	100.0	1.0	2
60	4	1			1
60	40	1			2
60	41	0	80.0	1.0	2
60	42	0	80.0	2.0	2
60	44	0	60.0	2.0	2
60	45	0	60.0	2.0	2
60	46	0	60.0	2.0	2
60	47	1			2
60	48	1	100.0	1.0	2
60	49	1	100.0	1.0	2
60	5	1	100.0	1.0	1
60	6	1	80.0	1.0	1
60	7	1			1
60	8	1			2
60	9	1			2
7	1	1	100.0	1.0	1
7	10	1	100.0	1.0	1
7	11	1	80.0	1.0	1
7	12	1	80.0	1.0	1
7	13	1	100.0	2.0	2
7	14	0	60.0	1.0	2
7	15	0	60.0	1.0	2
7	16	0	100.0	1.0	2
7	17	0			2
7	18	0			2
7	19	1	100.0	1.0	2
7	2	1			1
7	20	0			2
7	21	0			2
7	22	0			2
7	23	0			2
7	24	0	80.0	1.0	2
7	25	1	80.0	1.0	2
7	26	1			2
7	27	1	100.0	1.0	2
7	28	0			2
7	29	0	80.0	1.0	2
7	3	1	100.0	1.0	1
7	30	1	60.0	1.0	2
7	31	1	40.0	1.0	2
7	32	1			2
7	33	0	80.0	1.0	2
7	34	1			2
7	35	1			2
7	36	1	40.0	1.0	2
7	37	1			2
7	38	1	40.0	1.0	2
7	39	1			2
7	4	1			1
7	40	1	60.0	1.0	2
7	41	0			2
7	42	1			2
7	43	1			2
7	44	1			2
7	45	0	100.0	2.0	2
7	46	0	100.0	1.0	2
7	47	1	100.0	1.0	2
7	49	1	100.0	2.0	2
7	5	1			1
7	52	1	60.0	1.0	2
7	53	0	40.0	1.0	2
7	54	0	40.0	2.0	2
7	55	0	40.0	2.0	2
7	56	0	40.0	2.0	2
7	57	1	100.0	2.0	2
7	58	1	100.0	2.0	2
7	59	1	80.0	1.0	2
7	6	1	100.0	1.0	1
7	60	1	80.0	1.0	2
7	69	1	80.0	1.0	2
7	7	1			1
7	70	1	80.0	2.0	2
7	71	1	80.0	2.0	2
7	72	1	80.0	1.0	2
7	73	1			2
7	74	1			2
7	76	0	100.0	1.0	2
7	77	0	80.0	1.0	2
7	8	1	100.0	1.0	1
7	9	1	100.0	1.0	1
8	1	1	100.0	1.0	1
8	10	1	100.0	2.0	2
8	11	1	60.0	1.0	2
8	12	1	60.0	1.0	2
8	13	0	80.0	1.0	2
8	14	0	80.0	2.0	2
8	15	0	60.0	1.0	2
8	16	1	60.0	1.0	2
8	17	0	80.0	1.0	2
8	18	1	80.0	1.0	2
8	19	0	40.0	1.0	2
8	2	1	100.0	1.0	1
8	20	1	40.0	1.0	2
8	21	1	60.0	1.0	2
8	22	0	60.0	1.0	2
8	23	0	60.0	2.0	2
8	24	0	60.0	1.0	2
8	25	0	40.0	1.0	2
8	26	1	40.0	1.0	2
8	27	0	40.0	1.0	2
8	28	1	60.0	1.0	2
8	29	1			2
8	3	1	100.0	1.0	1
8	30	1			2
8	31	1	80.0	1.0	2
8	32	1	100.0	1.0	2
8	33	1			2
8	34	1			2
8	35	0	60.0	1.0	2
8	36	1	40.0	1.0	2
8	37	1			2
8	38	1	40.0	1.0	2
8	39	1			2
8	4	1			1
8	40	0	60.0	1.0	2
8	41	1			2
8	42	1	40.0	1.0	2
8	43	0	40.0	1.0	2
8	44	1	100.0	2.0	2
8	45	0	60.0	1.0	2
8	46	1	100.0	2.0	2
8	47	1	80.0	1.0	2
8	48	1	80.0	1.0	2
8	49	1	40.0	1.0	2
8	5	1	100.0	1.0	1
8	50	0			2
8	51	0	60.0	1.0	2
8	52	1	80.0	1.0	2
8	53	0			2
8	54	1	100.0	2.0	2
8	55	1			2
8	56	1	80.0	1.0	2
8	57	1	80.0	1.0	2
8	58	1	80.0	1.0	2
8	59	1			2
8	6	1	80.0	1.0	1
8	60	1			2
8	61	0	40.0	1.0	2
8	62	1	60.0	1.0	2
8	63	0			2
8	64	1			2
8	65	1	20.0	1.0	2
8	66	1			2
8	67	1	100.0	2.0	2
8	7	1	100.0	1.0	1
8	8	1	100.0	1.0	1
8	9	0	80.0	1.0	1
9	1	1	100.0	1.0	1
9	10	1	100.0	1.0	2
9	11	1			2
9	12	1	80.0	1.0	2
9	13	1	60.0	1.0	2
9	14	1	80.0	1.0	2
9	15	1	80.0	1.0	2
9	16	1	100.0	1.0	2
9	17	1			2
9	18	1	100.0	2.0	2
9	19	0	60.0	1.0	2
9	2	1	100.0	1.0	1
9	20	1	80.0	1.0	2
9	21	1	40.0	1.0	2
9	22	1	60.0	1.0	2
9	23	0			2
9	24	1			2
9	25	0			2
9	26	0			2
9	27	0	60.0	1.0	2
9	28	1	80.0	1.0	2
9	29	1	100.0	1.0	2
9	3	1			1
9	30	0			2
9	31	0			2
9	32	1	80.0	1.0	2
9	33	1	100.0	1.0	2
9	34	1			2
9	35	1			2
9	36	1			2
9	37	0	80.0	1.0	2
9	38	1	100.0	1.0	2
9	39	1	100.0	2.0	2
9	4	1			1
9	40	0	60.0	1.0	2
9	41	1	100.0	1.0	2
9	42	1	40.0	1.0	2
9	43	1	100.0	1.0	2
9	44	1			2
9	46	1	60.0	1.0	2
9	47	0			2
9	48	1	80.0	1.0	2
9	49	0	80.0	1.0	2
9	5	1			1
9	50	0			2
9	52	0	80.0	2.0	2
9	52,5	1	80.0	1.0	2
9	53	1	40.0	1.0	2
9	54	1			2
9	55	1	100.0	2.0	2
9	56	1	100.0	1.0	2
9	57	1			2
9	58	1			2
9	59	1	100.0	1.0	2
9	6	1			1
9	60	1	100.0	1.0	2
9	61	1	100.0	2.0	2
9	62	1	100.0	1.0	2
9	63	1			2
9	64	1			2
9	65	0			2
9	66	0	80.0	1.0	2
9	67	0	40.0	1.0	2
9	68	0	40.0	1.0	2
9	7	1	80.0	1.0	1
9	8	1	100.0	1.0	1
9	9	1	100.0	2.0	2
