Participant	Statement	Accuracy	Confidence_level	Confidence_type	Free_cued_recall
1	1	1	100.0	1.0	1
1	10	1			1
1	11	1			1
1	12	1			1
1	13	1	100.0	1.0	1
1	14	1	40.0	1.0	2
1	15	0	20.0	1.0	2
1	16	1	100.0	1.0	2
1	17	1	100.0	1.0	2
1	18	1	80.0	1.0	2
1	19	1	100.0	1.0	2
1	2	1	100.0	1.0	1
1	20	1	40.0	1.0	2
1	21	1			2
1	22	1	100.0	1.0	2
1	23	0			2
1	24	1	100.0	1.0	2
1	25	0			2
1	26	1	100.0	2.0	2
1	27	1	80.0	1.0	2
1	28	1			2
1	29	1	80.0	1.0	2
1	3	1	100.0	1.0	1
1	30	1	80.0	2.0	2
1	31	1			2
1	32	1	80.0	1.0	2
1	33	1	100.0	1.0	2
1	34	1	100.0	1.0	2
1	35	0	60.0	1.0	2
1	36	1			2
1	37	1	100.0	2.0	2
1	39	1			2
1	4	1	100.0	1.0	1
1	40	1	40.0	1.0	2
1	41	1	40.0	2.0	2
1	43	0			2
1	44	0			2
1	45	0			2
1	46	0			2
1	47	1			2
1	48	0			2
1	49	1			2
1	5	1			1
1	50	1			2
1	51	1	100.0	2.0	2
1	52	1	80.0	1.0	2
1	53	1	80.0	1.0	2
1	54	1	100.0	1.0	2
1	55	1			2
1	56	0	100.0	2.0	2
1	57	1	40.0	2.0	2
1	58	1	100.0	2.0	2
1	59	1	100.0	1.0	2
1	6	1	100.0	1.0	1
1	60	1	100.0	2.0	2
1	61	1	60.0	1.0	2
1	62	1	100.0	1.0	2
1	63	0	40.0	1.0	2
1	64	0	40.0	2.0	2
1	65	0	60.0	1.0	2
1	66	1			2
1	67	1	60.0	1.0	2
1	68	1	100.0	1.0	2
1	69	1			2
1	7	1			1
1	70	1	80.0	1.0	2
1	71	1	100.0	1.0	2
1	72	0			2
1	75	1	100.0	2.0	2
1	77	1	100.0	1.0	2
1	79	0	100.0	1.0	2
1	8	1	100.0	1.0	1
1	80	1	100.0	1.0	2
1	81	1			2
1	89	1	20.0	2.0	2
1	9	1	100.0	1.0	1
1	90	1			2
1	94	0			2
1	96	0	100.0	1.0	2
1	98	1			2
10	1	1	20.0	1.0	1
10	10	0			1
10	11	1			1
10	12	1	100.0	1.0	1
10	13	1	100.0	1.0	1
10	14	1	100.0	1.0	1
10	15	0	100.0	1.0	1
10	16	1	100.0	1.0	1
10	17	0			1
10	18	1			2
10	19	0	100.0	2.0	2
10	2	1	100.0	1.0	1
10	20	1	100.0	2.0	2
10	21	1			2
10	22	1			2
10	23	0	80.0	1.0	2
10	24	0	80.0	1.0	2
10	25	0	100.0	1.0	2
10	26	1			2
10	27	1	60.0	1.0	2
10	28	1			2
10	29	0			2
10	3	1	80.0	1.0	1
10	31	1	80.0	2.0	2
10	32	0	80.0	2.0	2
10	33	1	100.0	2.0	2
10	34	1			2
10	35	1	80.0	2.0	2
10	36	1			2
10	37	1	100.0	1.0	2
10	38	1	100.0	1.0	2
10	39	1	100.0	2.0	2
10	4	0	100.0	1.0	1
10	41	0	100.0	1.0	2
10	42	0	100.0	1.0	2
10	43	1	100.0	1.0	2
10	44	1			2
10	45	0	100.0	1.0	2
10	46	0			2
10	47	0			2
10	48	1	100.0	2.0	2
10	49	1	100.0	1.0	2
10	5	1	100.0	1.0	1
10	50	1	100.0	1.0	2
10	51	1	100.0	1.0	2
10	52	0	100.0	2.0	2
10	53	1	100.0	1.0	2
10	54	1	80.0	1.0	2
10	55	1	100.0	2.0	2
10	56	1			2
10	57	1			2
10	59	0			2
10	6	1			1
10	60	0			2
10	61	0	80.0	1.0	2
10	62	1	100.0	2.0	2
10	63	0			2
10	64	1	60.0	1.0	2
10	65	0			2
10	66	1			2
10	69	1			2
10	7	1	100.0	1.0	1
10	70	1	100.0	1.0	2
10	71	1			2
10	74	0			2
10	75	1	80.0	1.0	2
10	76	1	40.0	1.0	2
10	77	1			2
10	78	1			2
10	79	1	100.0	1.0	2
10	8	1	100.0	1.0	1
10	80	1	80.0	1.0	2
10	81	0	40.0	1.0	2
10	82	1			2
10	83	1			2
10	84	1	100.0	2.0	2
10	85	1			2
10	86	1	80.0	1.0	2
10	87	1			2
10	88	1	100.0	1.0	2
10	89	1	100.0	1.0	2
10	9	1	100.0	1.0	1
11	1	1			1
11	10	0			2
11	11	1	60.0	1.0	2
11	12	1	100.0	1.0	2
11	13	0	60.0	1.0	2
11	14	1	80.0	1.0	2
11	15	1	100.0	1.0	2
11	16	1			2
11	17	1	100.0	1.0	2
11	18	1	100.0	1.0	2
11	19	1	80.0	1.0	2
11	2	1	100.0	1.0	1
11	20	1	60.0	1.0	2
11	21	1	100.0	1.0	2
11	22	1	60.0	1.0	2
11	23	0	100.0	1.0	2
11	24	1			2
11	25	1			2
11	26	1	100.0	2.0	2
11	27	1			2
11	28	1	100.0	1.0	2
11	29	1			2
11	3	1			1
11	30	1	80.0	1.0	2
11	31	0	60.0	1.0	2
11	32	0	40.0	1.0	2
11	33	1	100.0	1.0	2
11	34	1	100.0	1.0	2
11	35	1			2
11	36	1	100.0	1.0	2
11	37	1	100.0	1.0	2
11	38	1	80.0	1.0	2
11	39	1			2
11	4	1			1
11	40	0	80.0	1.0	2
11	41	0	40.0	1.0	2
11	42	0	20.0	1.0	2
11	43	1	20.0	1.0	2
11	5	1	100.0	1.0	1
11	6	1			1
11	7	1	100.0	2.0	2
11	8	1	80.0	1.0	2
11	9	1			2
12	1	1			1
12	10	1	100.0	1.0	1
12	11	1			1
12	12	1	100.0	1.0	2
12	13	1	100.0	2.0	2
12	14	1	100.0	2.0	2
12	15	1	100.0	1.0	2
12	16	1	40.0	1.0	2
12	17	0	60.0	1.0	2
12	18	1	100.0	1.0	2
12	19	1			2
12	19,5	1	100.0	1.0	2
12	2	1	100.0	1.0	1
12	20	1	80.0	1.0	2
12	20,5	1	60.0	1.0	2
12	21	0	20.0	1.0	2
12	22	1	100.0	2.0	2
12	23	0	0.0	1.0	2
12	24	1	80.0	1.0	2
12	25	0			2
12	26	1	20.0	1.0	2
12	27	1	100.0	1.0	2
12	28	1	100.0	1.0	2
12	29	0	60.0	1.0	2
12	3	1			1
12	30	1	100.0	2.0	2
12	31	1	100.0	2.0	2
12	32	0			2
12	33	1	80.0	1.0	2
12	34	1	80.0	2.0	2
12	35	1	80.0	1.0	2
12	36	1			2
12	37	1	80.0	1.0	2
12	38	0	100.0	1.0	2
12	39	0	40.0	1.0	2
12	4	0			1
12	40	1			2
12	41	1	100.0	1.0	2
12	42	0	40.0	1.0	2
12	43	1			2
12	44	1			2
12	45	1			2
12	46	1			2
12	47	1	100.0	1.0	2
12	48	1	100.0	2.0	2
12	49	0	60.0	1.0	2
12	5	1			1
12	50	1	100.0	1.0	2
12	51	1	20.0	1.0	2
12	52	0	80.0	1.0	2
12	53	1			2
12	54	1			2
12	55	1			2
12	56	0	0.0	1.0	2
12	57	1	100.0	2.0	2
12	58	1	100.0	1.0	2
12	59	1			2
12	6	1	100.0	1.0	1
12	60	1	20.0	1.0	2
12	61	0			2
12	7	0			1
12	8	1	100.0	1.0	1
12	9	1			1
13	1	1	100.0	1.0	1
13	10	1			1
13	11	0	20.0	1.0	1
13	12	1	100.0	1.0	1
13	13	1	100.0	1.0	1
13	14	1			1
13	15	1			1
13	16	0	100.0	1.0	1
13	17	1	100.0	2.0	2
13	18	1	80.0	1.0	2
13	19	0	100.0	1.0	2
13	2	1	100.0	1.0	1
13	20	0	40.0	1.0	2
13	21	0	40.0	1.0	2
13	22	1	100.0	1.0	2
13	23	0			2
13	24	0	60.0	1.0	2
13	25	0	60.0	2.0	2
13	26	0	80.0	1.0	2
13	27	1	60.0	1.0	2
13	28	0	40.0	1.0	2
13	29	1	100.0	1.0	2
13	3	1	100.0	1.0	1
13	30	1	80.0	1.0	2
13	31	1	80.0	2.0	2
13	32	0	100.0	1.0	2
13	32,5	0	100.0	1.0	2
13	33	1	100.0	2.0	2
13	34	0	100.0	1.0	2
13	35	1	100.0	1.0	2
13	36	1	100.0	2.0	2
13	37	1			2
13	38	1			2
13	39	0	20.0	1.0	2
13	4	1	100.0	1.0	1
13	40	1	100.0	1.0	2
13	40,5	1	100.0	1.0	2
13	41	1	100.0	1.0	2
13	42	1	100.0	1.0	2
13	43	1	100.0	1.0	2
13	44	1			2
13	45	1	100.0	2.0	2
13	46	1	100.0	1.0	2
13	47	0			2
13	48	1	80.0	1.0	2
13	49	1			2
13	5	1			1
13	50	1	100.0	2.0	2
13	51	1	100.0	2.0	2
13	52	1	60.0	1.0	2
13	53	0	80.0	1.0	2
13	54	1	100.0	1.0	2
13	55	1			2
13	56	1			2
13	57	1			2
13	58	1	80.0	1.0	2
13	59	1	60.0	1.0	2
13	6	1			1
13	60	0	100.0	1.0	2
13	61	0	100.0	2.0	2
13	62	1			2
13	63	1			2
13	64	1	100.0	1.0	2
13	65	1			2
13	66	1	100.0	1.0	2
13	67	1	100.0	1.0	2
13	68	1	100.0	1.0	2
13	69	1	100.0	2.0	2
13	7	1	100.0	1.0	1
13	70	1			2
13	71	1	100.0	1.0	2
13	72	1			2
13	73	1			2
13	74	1			2
13	75	0	100.0	1.0	2
13	76	0	80.0	1.0	2
13	77	0	60.0	1.0	2
13	78	1			2
13	79	0	80.0	1.0	2
13	8	1	100.0	1.0	1
13	80	1			2
13	9	1	100.0	1.0	1
14	1	1	100.0	1.0	1
14	10	1			2
14	11	0	80.0	1.0	2
14	12	1	80.0	1.0	2
14	13	0			2
14	14	1	20.0	1.0	2
14	15	1	0.0	1.0	2
14	16	1			2
14	17	1	100.0	1.0	2
14	18	1			2
14	19	0			2
14	2	1			1
14	20	1			2
14	21	1	60.0	1.0	2
14	22	1	80.0	1.0	2
14	23	1			2
14	24	0	60.0	1.0	2
14	25	1	80.0	2.0	2
14	26	1			2
14	27	0			2
14	28	1	80.0	1.0	2
14	29	0	80.0	1.0	2
14	3	0	60.0	1.0	1
14	30	1			2
14	31	1	80.0	1.0	2
14	32	1	60.0	1.0	2
14	34	0	60.0	1.0	2
14	35	0	0.0	1.0	2
14	36	1	60.0	1.0	2
14	37	0	60.0	1.0	2
14	38	0	60.0	1.0	2
14	39	1	100.0	1.0	2
14	4	1			1
14	40	1			2
14	41	1	100.0	1.0	2
14	42	1	100.0	1.0	2
14	43	1	100.0	1.0	2
14	44	1			2
14	45	1	100.0	1.0	2
14	46	1			2
14	47	1	100.0	2.0	2
14	48	1	100.0	1.0	2
14	49	1			2
14	5	1	100.0	2.0	2
14	50	1	100.0	1.0	2
14	51	1			2
14	52	1			2
14	53	1	100.0	1.0	2
14	54	1	100.0	2.0	2
14	55	1	100.0	2.0	2
14	56	1	100.0	2.0	2
14	57	1	60.0	1.0	2
14	58	1	60.0	1.0	2
14	59	0	80.0	1.0	2
14	6	1	80.0	1.0	2
14	60	0			2
14	61	1			2
14	62	1	100.0	1.0	3
14	63	1	100.0	1.0	3
14	64	1			3
14	65	1	40.0	1.0	3
14	66	1	100.0	2.0	2
14	67	1			2
14	68	1	40.0	1.0	2
14	69	1			2
14	7	1	100.0	1.0	2
14	70	1			2
14	71	1	20.0	1.0	2
14	72	0			2
14	73	0			2
14	8	1	100.0	1.0	2
14	9	1	80.0	1.0	2
15	1	1	100.0	1.0	1
15	11	1			1
15	12	1	100.0	1.0	1
15	13	1	100.0	2.0	1
15	14	1			2
15	15	1	100.0	2.0	2
15	16	1	80.0	1.0	2
15	17	0	80.0	1.0	2
15	18	1	100.0	1.0	2
15	19	1	80.0	1.0	2
15	2	1	100.0	1.0	1
15	20	1	80.0	1.0	2
15	21	1	100.0	1.0	2
15	22	1	100.0	1.0	2
15	23	1	100.0	1.0	2
15	24	1			2
15	25	1	80.0	1.0	2
15	26	1	100.0	1.0	2
15	28	1	100.0	1.0	2
15	29	1	60.0	1.0	2
15	3	1	100.0	1.0	1
15	30	1	100.0	1.0	2
15	31	1	100.0	2.0	2
15	32	1	100.0	1.0	2
15	33	0	100.0	1.0	2
15	34	1	100.0	2.0	2
15	35	1	100.0	2.0	2
15	36	1	100.0	1.0	2
15	37	1	100.0	1.0	2
15	38	1			2
15	39	1	40.0	1.0	2
15	4	1	100.0	1.0	1
15	40	0	100.0	2.0	2
15	41	1	40.0	1.0	2
15	42	1	80.0	1.0	2
15	43	1	100.0	1.0	2
15	44	1	80.0	1.0	2
15	45	1	100.0	1.0	2
15	46	1	40.0	1.0	2
15	47	1	100.0	1.0	2
15	48	0	20.0	1.0	2
15	49	0	40.0	1.0	2
15	5	1	100.0	1.0	1
15	50	1	100.0	2.0	2
15	51	1	60.0	1.0	2
15	52	0	40.0	1.0	2
15	53	0	80.0	1.0	2
15	54	1			2
15	6	1	100.0	1.0	1
15	7	1	100.0	1.0	1
15	8	1	100.0	1.0	1
15	9	1	100.0	2.0	1
16	1	1	100.0	1.0	1
16	10	1	100.0	2.0	2
16	11	1	100.0	2.0	2
16	12	1	100.0	1.0	2
16	13	1	100.0	1.0	2
16	14	1	60.0	1.0	2
16	15	0	60.0	1.0	2
16	16	1	80.0	1.0	2
16	17	1	40.0	1.0	2
16	18	1	40.0	1.0	2
16	19	1	100.0	1.0	2
16	2	1			1
16	20	1	100.0	2.0	2
16	21	1	40.0	1.0	2
16	22	1	80.0	1.0	2
16	23	1	80.0	1.0	2
16	24	0			2
16	25	1	60.0	1.0	2
16	26	1	40.0	1.0	2
16	27	0	80.0	1.0	2
16	28	0	100.0	2.0	2
16	29	1	100.0	2.0	2
16	3	0	100.0	1.0	1
16	30	1	100.0	2.0	2
16	31	1	100.0	2.0	2
16	32	1	80.0	1.0	2
16	33	0	80.0	1.0	2
16	34	1	40.0	1.0	2
16	35	1	80.0	1.0	2
16	36	1	60.0	1.0	2
16	37	0	80.0	1.0	2
16	38	0	60.0	1.0	2
16	39	1	80.0	1.0	2
16	4	1	100.0	1.0	1
16	40	1			2
16	41	0			2
16	42	1			2
16	43	1	100.0	1.0	2
16	44	1	100.0	1.0	2
16	45	1	60.0	1.0	2
16	46	0	100.0	1.0	2
16	47	1	40.0	1.0	2
16	48	1			2
16	49	1	80.0	1.0	2
16	5	1	100.0	1.0	1
16	50	1			2
16	51	0	60.0	1.0	2
16	6	0	100.0	1.0	1
16	7	1	100.0	1.0	1
16	8	0			1
16	9	1	100.0	1.0	1
17	1	1	100.0	1.0	1
17	10	1	100.0	1.0	2
17	11	1	60.0	1.0	2
17	12	0	40.0	1.0	2
17	13	1	100.0	2.0	2
17	14	1	80.0	1.0	2
17	15	1	40.0	1.0	2
17	16	1	80.0	1.0	2
17	17	1	80.0	1.0	2
17	18	1	60.0	1.0	2
17	19	0	60.0	1.0	2
17	2	1	100.0	1.0	1
17	20	1	100.0	1.0	2
17	21	1	100.0	1.0	2
17	22	1	100.0	2.0	2
17	23	1	60.0	1.0	2
17	24	1	40.0	1.0	2
17	25	1	100.0	1.0	2
17	26	1	100.0	1.0	2
17	27	1	100.0	1.0	2
17	28	1	100.0	1.0	2
17	29	1	100.0	2.0	2
17	3	1			1
17	30	0	100.0	1.0	2
17	31	0	100.0	1.0	2
17	32	0	60.0	1.0	2
17	33	1	80.0	1.0	2
17	34	1	80.0	1.0	2
17	35	1	60.0	1.0	2
17	36	0	80.0	1.0	2
17	37	1	60.0	1.0	2
17	38	0	80.0	1.0	2
17	39	1			2
17	4	1	100.0	1.0	1
17	40	1	60.0	1.0	2
17	41	0	100.0	2.0	2
17	42	0	100.0	2.0	2
17	43	1	100.0	1.0	2
17	44	1	100.0	1.0	2
17	45	1	100.0	1.0	2
17	46	0	100.0	1.0	2
17	47	1	100.0	1.0	2
17	48	1	100.0	1.0	2
17	49	1			2
17	5	1	100.0	2.0	2
17	50	1	100.0	1.0	2
17	51	1	100.0	1.0	2
17	52	0	80.0	1.0	2
17	53	1	20.0	1.0	2
17	54	0	60.0	1.0	2
17	55	0	0.0	1.0	2
17	56	0	20.0	1.0	2
17	6	1			2
17	7	1	60.0	1.0	2
17	7,5	1	80.0	1.0	2
17	8	1	100.0	1.0	2
17	9	1	100.0	1.0	2
18	1	1	100.0	1.0	1
18	10	1			2
18	10,5	1	100.0	1.0	2
18	11	1	80.0	1.0	2
18	11,5	1	100.0	2.0	2
18	12	1	100.0	1.0	2
18	12,5	1	100.0	2.0	2
18	12,5	1	100.0	1.0	2
18	13	1	100.0	1.0	2
18	13,5	1			2
18	14	1	100.0	2.0	2
18	14,5	0	60.0	1.0	2
18	15	1	100.0	1.0	2
18	15,5	1	100.0	1.0	2
18	16	0	60.0	1.0	2
18	16,5	1	40.0	1.0	2
18	17	1	100.0	1.0	2
18	17,5	0	100.0	1.0	2
18	18	1	80.0	1.0	2
18	18,5	1	100.0	1.0	2
18	19	1	100.0	1.0	2
18	19,5	1	100.0	2.0	2
18	2	1	100.0	1.0	1
18	20	1	100.0	1.0	2
18	21	1			2
18	22	1			2
18	23	1	100.0	1.0	2
18	24	1	100.0	1.0	2
18	25	1	100.0	1.0	2
18	26	1	60.0	1.0	2
18	27	0	60.0	1.0	2
18	29	1			2
18	3	1			1
18	30	1			2
18	31	1	100.0	2.0	2
18	32	1	100.0	1.0	2
18	33	1			2
18	34	1	100.0	1.0	2
18	35	1	20.0	1.0	2
18	36	0	100.0	1.0	2
18	37	1	100.0	1.0	2
18	38	0	40.0	1.0	2
18	39	1			2
18	4	1	100.0	1.0	1
18	40	1	100.0	1.0	2
18	41	1	60.0	1.0	2
18	42	0	20.0	1.0	2
18	43	1			2
18	44	1	100.0	1.0	2
18	45	1	60.0	1.0	2
18	5	1	100.0	1.0	1
18	6	1	100.0	1.0	1
18	7	1			1
18	8	1			2
18	9	1	100.0	2.0	2
19	1	1	100.0	1.0	1
19	10	1	100.0	1.0	1
19	11	1			1
19	12	1	100.0	1.0	1
19	13	1			1
19	14	1			1
19	15	1	100.0	1.0	1
19	16	1	100.0	1.0	1
19	17	0	100.0	1.0	1
19	18	1			1
19	19	1	40.0	1.0	1
19	2	1	100.0	1.0	1
19	20	1	100.0	2.0	2
19	21	1			2
19	22	1	100.0	2.0	2
19	23	1	60.0	1.0	2
19	24	1	100.0	2.0	2
19	25	1			2
19	26	1	100.0	1.0	2
19	27	1			2
19	28	0	60.0	1.0	2
19	29	0	40.0	1.0	2
19	3	1			1
19	30	1	40.0	1.0	2
19	31	0	40.0	1.0	2
19	32	0			2
19	33	1	60.0	1.0	2
19	34	1	60.0	1.0	2
19	35	1	100.0	1.0	2
19	36	1	100.0	1.0	2
19	37	0	40.0	1.0	2
19	38	1	60.0	1.0	2
19	39	1	60.0	1.0	2
19	4	1			1
19	40	1			2
19	41	0	40.0	1.0	2
19	42	1			2
19	43	0	40.0	1.0	2
19	44	0	60.0	1.0	2
19	45	0	60.0	1.0	2
19	46	1	100.0	2.0	2
19	47	1	100.0	2.0	2
19	48	1	100.0	1.0	2
19	49	1			2
19	5	1			1
19	50	1			2
19	51	1	100.0	2.0	2
19	52	1			2
19	53	1	100.0	1.0	2
19	54	0	60.0	1.0	2
19	55	0	60.0	2.0	2
19	56	1	60.0	1.0	2
19	57	1			2
19	58	1	100.0	2.0	2
19	59	1			2
19	6	1	100.0	1.0	1
19	60	1			2
19	61	1	60.0	1.0	2
19	62	1	60.0	1.0	2
19	63	1	40.0	1.0	2
19	64	1			2
19	65	0	60.0	1.0	2
19	66	0	60.0	1.0	2
19	67	1	60.0	1.0	2
19	68	1	60.0	2.0	2
19	69	0	40.0	1.0	2
19	7	1	100.0	1.0	1
19	70	1			2
19	71	1	100.0	1.0	2
19	72	1			2
19	73	1	100.0	1.0	2
19	75	1	100.0	1.0	2
19	76	1			2
19	77	1			2
19	78	1	100.0	2.0	2
19	79	1			2
19	8	1			1
19	80	1	60.0	1.0	2
19	81	1			2
19	82	0	100.0	2.0	2
19	83	1			2
19	84	1			2
19	85	1	60.0	1.0	2
19	86	1			2
19	87	1	60.0	2.0	2
19	88	0	40.0	1.0	2
19	89	0	60.0	1.0	2
19	9	1			1
19	90	1	100.0	2.0	2
19	91	1			2
19	92	1	100.0	2.0	2
19	93	1	100.0	1.0	3
19	94	1			3
2	1	0			1
2	11	1	80.0	1.0	2
2	12	0	100.0	1.0	2
2	13	0			2
2	14	0	100.0	1.0	2
2	15	1	80.0	1.0	2
2	16	1			2
2	17	0	60.0	1.0	2
2	18	1			2
2	19	1	80.0	1.0	2
2	2	1	100.0	1.0	1
2	20	1	100.0	1.0	2
2	21	1	100.0	1.0	2
2	22	1	100.0	1.0	2
2	23	0	80.0	1.0	2
2	24	0	80.0	2.0	2
2	25	1	100.0	1.0	2
2	26	1	100.0	1.0	2
2	27	0			2
2	28	1			2
2	29	1			2
2	3	1	100.0	1.0	1
2	30	1	80.0	1.0	2
2	31	1			2
2	32	1	100.0	1.0	2
2	33	1	100.0	2.0	2
2	34	1			2
2	35	1	100.0	1.0	2
2	36	1	100.0	1.0	2
2	37	1	100.0	1.0	2
2	38	1	100.0	1.0	2
2	39	0	100.0	1.0	2
2	4	1			1
2	40	1	100.0	1.0	2
2	41	0	80.0	1.0	2
2	42	1	80.0	1.0	2
2	43	1	80.0	1.0	2
2	44	1			2
2	45	0	20.0	1.0	2
2	46	1	80.0	1.0	2
2	47	1	100.0	2.0	2
2	48	1	100.0	1.0	2
2	49	1	100.0	1.0	2
2	5	1	100.0	1.0	1
2	50	1			2
2	51	1	100.0	1.0	2
2	52	1	100.0	2.0	2
2	53	1	100.0	2.0	2
2	54	1	100.0	1.0	2
2	55	1			2
2	56	1	100.0	1.0	2
2	57	1	100.0	1.0	2
2	58	1			2
2	59	1			2
2	6	1	100.0	1.0	1
2	61	1	100.0	2.0	2
2	62	1	100.0	2.0	2
2	63	1			2
2	64	1	60.0	1.0	2
2	65	1			2
2	66	1			2
2	67	1	100.0	1.0	2
2	68	1			2
2	69	1			2
2	7	1	100.0	1.0	1
2	70	1	80.0	1.0	2
2	71	0			2
2	72	1	100.0	1.0	2
2	73	1	100.0	2.0	2
2	74	1	100.0	2.0	2
2	75	0			2
2	76	1	100.0	1.0	2
2	77	1			2
2	78	0			2
2	8	1			1
2	80	0	80.0	1.0	2
2	81	1			2
2	9	1	100.0	1.0	2
20	1	1	100.0	1.0	1
20	10	1			2
20	11	1	100.0	1.0	2
20	12	1	100.0	1.0	2
20	13	1			2
20	14	0	100.0	1.0	2
20	15	1	100.0	1.0	2
20	16	1	100.0	2.0	2
20	17	0	60.0	1.0	2
20	18	1	80.0	1.0	2
20	19	1	80.0	1.0	2
20	2	0	100.0	1.0	1
20	20	1	80.0	1.0	2
20	21	1			2
20	22	1	100.0	1.0	2
20	23	1	100.0	1.0	2
20	24	1			2
20	25	1	100.0	1.0	2
20	26	1	100.0	1.0	2
20	27	1	100.0	1.0	2
20	28	0	60.0	1.0	2
20	29	1			2
20	3	0			2
20	30	1	100.0	1.0	2
20	31	1	100.0	1.0	2
20	32	0	100.0	1.0	2
20	33	1			2
20	34	0	60.0	1.0	2
20	35	1	100.0	1.0	2
20	36	1			2
20	37	1	100.0	1.0	2
20	38	1			2
20	39	1	100.0	1.0	2
20	4	1	100.0	1.0	2
20	40	1	100.0	1.0	2
20	41	0	100.0	1.0	2
20	42	1			2
20	43	1	100.0	1.0	2
20	44	1			2
20	45	0			2
20	46	1	100.0	1.0	2
20	47	0	100.0	1.0	2
20	48	1			2
20	49	1	100.0	1.0	2
20	5	0	100.0	1.0	2
20	50	1	100.0	2.0	2
20	51	1	100.0	2.0	2
20	52	0	40.0	1.0	2
20	53	1	100.0	1.0	3
20	54	1	100.0	2.0	3
20	55	1	100.0	2.0	3
20	56	1			3
20	6	1			2
20	7	1	100.0	1.0	2
20	8	1	100.0	2.0	2
20	9	1	80.0	1.0	2
21	10	1	100.0	2.0	2
21	11	1			2
21	12	1	100.0	1.0	2
21	13	1	100.0	2.0	2
21	14	1	100.0	1.0	2
21	15	1	100.0	2.0	2
21	16	1	100.0	1.0	2
21	17	0	20.0	1.0	2
21	18	1	100.0	2.0	2
21	18,5	1	100.0	2.0	2
21	19	1	100.0	2.0	2
21	2	1	100.0	1.0	1
21	20	1	20.0	1.0	2
21	20	1	20.0	1.0	2
21	21	1			2
21	22	1	100.0	1.0	2
21	23	0	80.0	1.0	2
21	24	1	60.0	1.0	2
21	25	1			2
21	26	1	100.0	2.0	2
21	27	1			2
21	28	0	40.0	1.0	2
21	29	0	40.0	2.0	2
21	3	1	100.0	1.0	1
21	30	1	60.0	1.0	2
21	31	1	100.0	2.0	2
21	32	1	60.0	1.0	2
21	33	1	80.0	1.0	2
21	34	1	80.0	1.0	2
21	35	0	20.0	2.0	2
21	36	0			2
21	37	0			2
21	38	1			2
21	39	0	100.0	1.0	2
21	4	1	100.0	1.0	1
21	40	1			2
21	41	0	100.0	2.0	2
21	42	1	80.0	1.0	2
21	44	1			2
21	46	1	80.0	1.0	2
21	47	1			2
21	48	0			2
21	49	1	80.0	2.0	2
21	5	1	100.0	1.0	1
21	50	1			2
21	51	1	100.0	2.0	2
21	52	1	100.0	1.0	2
21	53	1			2
21	54	0			2
21	55	1	100.0	1.0	2
21	56	1	80.0	1.0	2
21	57	1			2
21	58	1	80.0	1.0	2
21	59	1	60.0	1.0	2
21	6	0	100.0	1.0	1
21	60	1	60.0	2.0	2
21	61	0			2
21	62	1	80.0	1.0	2
21	63	1	80.0	1.0	2
21	64	0	80.0	1.0	2
21	65	1			2
21	66	1			2
21	67	0	100.0	2.0	2
21	68	1	100.0	2.0	2
21	69	1	100.0	1.0	2
21	7	1	100.0	1.0	1
21	70	0	60.0	1.0	2
21	71	1	80.0	1.0	2
21	72	1	100.0	2.0	2
21	73	1	80.0	1.0	2
21	74	1			2
21	75	0	80.0	1.0	2
21	76	1	60.0	1.0	2
21	77	1	60.0	2.0	2
21	78	1	100.0	2.0	2
21	8	0	80.0	1.0	1
21	9	1	100.0	1.0	1
23	1	1	100.0	1.0	1
23	10	1	80.0	1.0	2
23	11	1	60.0	1.0	2
23	12	0	80.0	1.0	2
23	13	1	80.0	1.0	2
23	14	1	80.0	1.0	2
23	15	1	60.0	1.0	2
23	16	1	80.0	1.0	2
23	17	0	80.0	1.0	2
23	18	1	60.0	2.0	2
23	19	1	100.0	1.0	2
23	2	1	100.0	1.0	1
23	20	1	100.0	1.0	2
23	21	1	100.0	2.0	2
23	22	1	80.0	2.0	2
23	23	1	100.0	2.0	2
23	25	1			2
23	26	0	80.0	1.0	2
23	27	0	80.0	1.0	2
23	28	1			2
23	29	0	100.0	1.0	2
23	3	1	100.0	1.0	1
23	30	1	80.0	1.0	2
23	31	1	100.0	1.0	2
23	32	0	100.0	2.0	2
23	33	0	100.0	1.0	2
23	34	1	100.0	1.0	2
23	35	1	100.0	2.0	2
23	36	1	100.0	1.0	2
23	37	0	80.0	1.0	2
23	38	1	100.0	1.0	2
23	39	1	100.0	2.0	2
23	4	1	100.0	1.0	1
23	40	1			2
23	41	1			2
23	42	0	60.0	1.0	2
23	43	0			2
23	44	1			2
23	45	1			2
23	46	0	80.0	1.0	2
23	47	0	80.0	1.0	2
23	48	0	80.0	1.0	2
23	49	0	80.0	2.0	2
23	5	1	100.0	1.0	1
23	50	1	100.0	1.0	2
23	51	0			2
23	52	0			2
23	53	1	100.0	1.0	2
23	54	1			2
23	55	1			2
23	56	0			2
23	57	1	100.0	1.0	2
23	58	1			2
23	59	1	100.0	1.0	2
23	6	0	100.0	1.0	1
23	60	1	100.0	1.0	2
23	61	1			2
23	62	1	80.0	1.0	2
23	63	0	60.0	1.0	2
23	64	0			2
23	65	1	100.0	1.0	2
23	66	1			2
23	68	1			2
23	69	0	60.0	1.0	2
23	7	1	100.0	1.0	1
23	70	0	60.0	1.0	2
23	71	0	60.0	1.0	2
23	72	1			2
23	73	1	80.0	1.0	2
23	74	1	80.0	1.0	2
